信息来源地址,公司名称,联系电话,公司邮箱,公司网站,iF奖获得情况
https://ifworlddesignguide.com/profile/718-erco-gmbh,ERCO GmbH,Phone +49 2351 551 0,info@erco.com,,"TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 10,of 234,TOP 10,Lighting,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 10,of 234,TOP 10,Lighting,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 10,of 234,TOP 10,Lighting,2016 - 2020||"
https://ifworlddesignguide.com/profile/1181-philips,Philips,Phone +31-6-55987828,inge.wagemakers@philips.com,http://www.philips.com/design,"BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||"
https://ifworlddesignguide.com/profile/1178-bega,BEGA,Phone +49.(0)2373.966-0,info@bega.de,https://www.bega.com/de/,
https://ifworlddesignguide.com/profile/718-erco-gmbh,ERCO GmbH,Phone +49 2351 551 0,info@erco.com,,"TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 10,of 234,TOP 10,Lighting,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 10,of 234,TOP 10,Lighting,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 10,of 234,TOP 10,Lighting,2016 - 2020||"
https://ifworlddesignguide.com/profile/8894-busse-designengineering-gmbh,BUSSE Design+Engineering GmbH,Phone +49 7308 811 499 0,info@busse-design.com,,
https://ifworlddesignguide.com/profile/4749-prodesign-brussing-gmbh-co-kg,PRODESIGN Brüssing GmbH Co & KG,Phone +49 731 / 7 39 82,info@prodesign-ulm.de,https://www.prodesign-ulm.de/,
https://ifworlddesignguide.com/profile/4749-prodesign-brussing-gmbh-co-kg,PRODESIGN Brüssing GmbH Co & KG,Phone +49 731 / 7 39 82,info@prodesign-ulm.de,https://www.prodesign-ulm.de/,
https://ifworlddesignguide.com/profile/1181-philips,Philips,Phone +31-6-55987828,inge.wagemakers@philips.com,http://www.philips.com/design,"BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||"
https://ifworlddesignguide.com/profile/1180-braun-gmbh,Braun GmbH,Phone +49.6173.303173,,http://www.braun.com,"TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||"
https://ifworlddesignguide.com/profile/1180-braun-gmbh,Braun GmbH,Phone +49.6173.303173,,http://www.braun.com,"TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||"
https://ifworlddesignguide.com/profile/2615-teams,TEAMS,Phone +49 (0) 40 492 93950,infoHH@teamsdesign.com,,
https://ifworlddesignguide.com/profile/1180-braun-gmbh,Braun GmbH,Phone +49.6173.303173,,http://www.braun.com,"TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 10,of 506,TOP 10,Health/Medical,2016 - 2020,TOP 25,of 1659,TOP 25,Inhouse Design Teams,2016 - 2020||"
https://ifworlddesignguide.com/profile/1181-philips,Philips,Phone +31-6-55987828,inge.wagemakers@philips.com,http://www.philips.com/design,"BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/2384-festo,Festo,Phone +49-711/347-0,,https://www.festo.com,"TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,BEST OF,of 334,BEST OF,Industry,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,BEST OF,of 334,BEST OF,Industry,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,BEST OF,of 334,BEST OF,Industry,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,BEST OF,of 334,BEST OF,Industry,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/2354-elesa,Elesa,Phone +39.039.28111,fabio.invernizzi@elesa.com,,
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/2615-teams,TEAMS,Phone +49 (0) 40 492 93950,infoHH@teamsdesign.com,,
https://ifworlddesignguide.com/profile/8894-busse-designengineering-gmbh,BUSSE Design+Engineering GmbH,Phone +49 7308 811 499 0,info@busse-design.com,,
https://ifworlddesignguide.com/profile/1179-bosch,Bosch,,,,
https://ifworlddesignguide.com/profile/3740-lengyel-design,Lengyel Design,,,,
https://ifworlddesignguide.com/profile/1179-bosch,Bosch,,,,
https://ifworlddesignguide.com/profile/8894-busse-designengineering-gmbh,BUSSE Design+Engineering GmbH,Phone +49 7308 811 499 0,info@busse-design.com,,
https://ifworlddesignguide.com/profile/6144-bizerba,Bizerba,Phone +49.7433.123300,,http://www.bizerba.com,
https://ifworlddesignguide.com/profile/4699-porsche-design,Porsche Design,,,,
https://ifworlddesignguide.com/profile/2615-teams,TEAMS,Phone +49 (0) 40 492 93950,infoHH@teamsdesign.com,,
https://ifworlddesignguide.com/profile/8894-busse-designengineering-gmbh,BUSSE Design+Engineering GmbH,Phone +49 7308 811 499 0,info@busse-design.com,,
https://ifworlddesignguide.com/profile/2615-teams,TEAMS,Phone +49 (0) 40 492 93950,infoHH@teamsdesign.com,,
https://ifworlddesignguide.com/profile/5399-id-design-produktentwicklung,ID Design Produktentwicklung,Phone 0898571007,info@id-design.de,http://www.id-design.de,
https://ifworlddesignguide.com/profile/5399-id-design-produktentwicklung,ID Design Produktentwicklung,Phone 0898571007,info@id-design.de,http://www.id-design.de,
https://ifworlddesignguide.com/profile/8542-hoerbiger,HOERBIGER,Phone 07073 - 91 89 0,lschmid@designtech.eu,http://www.designtechschmid.de,
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/7372-mitsubishi-electric-corp,Mitsubishi Electric Corp.,Phone +81-3218-2111,,,"TOP 25,of 334,TOP 25,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/2721-ibm,IBM,Phone +1 919 543 8247,,,"TOP 25,of 352,TOP 25,United States of America,2016 - 2020,TOP 25,of 369,TOP 25,North America,2016 - 2020||TOP 25,of 352,TOP 25,United States of America,2016 - 2020,TOP 25,of 369,TOP 25,North America,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/3369-panasonic,Panasonic,Phone +81-6-6908-1121,,https://www.panasonic.com/global/home.html,"TOP 3,of 446,TOP 3,Japan,2016 - 2020,TOP 3,of 110,TOP 3,Cameras,2016 - 2020,TOP 3,of 199,TOP 3,Audio,2016 - 2020,TOP 10,of 4610,TOP 10,Companies,2016 - 2020||TOP 3,of 446,TOP 3,Japan,2016 - 2020,TOP 3,of 110,TOP 3,Cameras,2016 - 2020,TOP 3,of 199,TOP 3,Audio,2016 - 2020,TOP 10,of 4610,TOP 10,Companies,2016 - 2020||TOP 3,of 446,TOP 3,Japan,2016 - 2020,TOP 3,of 110,TOP 3,Cameras,2016 - 2020,TOP 3,of 199,TOP 3,Audio,2016 - 2020,TOP 10,of 4610,TOP 10,Companies,2016 - 2020||TOP 3,of 446,TOP 3,Japan,2016 - 2020,TOP 3,of 110,TOP 3,Cameras,2016 - 2020,TOP 3,of 199,TOP 3,Audio,2016 - 2020,TOP 10,of 4610,TOP 10,Companies,2016 - 2020||"
https://ifworlddesignguide.com/profile/3696-ernst-leitz,Ernst Leitz,,,,
https://ifworlddesignguide.com/profile/3696-ernst-leitz,Ernst Leitz,,,,
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/8894-busse-designengineering-gmbh,BUSSE Design+Engineering GmbH,Phone +49 7308 811 499 0,info@busse-design.com,,
https://ifworlddesignguide.com/profile/5399-id-design-produktentwicklung,ID Design Produktentwicklung,Phone 0898571007,info@id-design.de,http://www.id-design.de,
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/2043-sony-corporation,Sony Corporation,Phone +81-50-3809-2716,,https://www.sony.net/design/,"BEST OF,of 446,BEST OF,Japan,2016 - 2020,TOP 3,of 3561,TOP 3,Asia,2016 - 2020,TOP 3,of 199,TOP 3,Audio,2016 - 2020,TOP 3,of 199,TOP 3,Architecture,2016 - 2020||BEST OF,of 446,BEST OF,Japan,2016 - 2020,TOP 3,of 3561,TOP 3,Asia,2016 - 2020,TOP 3,of 199,TOP 3,Audio,2016 - 2020,TOP 3,of 199,TOP 3,Architecture,2016 - 2020||BEST OF,of 446,BEST OF,Japan,2016 - 2020,TOP 3,of 3561,TOP 3,Asia,2016 - 2020,TOP 3,of 199,TOP 3,Audio,2016 - 2020,TOP 3,of 199,TOP 3,Architecture,2016 - 2020||BEST OF,of 446,BEST OF,Japan,2016 - 2020,TOP 3,of 3561,TOP 3,Asia,2016 - 2020,TOP 3,of 199,TOP 3,Audio,2016 - 2020,TOP 3,of 199,TOP 3,Architecture,2016 - 2020||"
https://ifworlddesignguide.com/profile/3696-ernst-leitz,Ernst Leitz,,,,
https://ifworlddesignguide.com/profile/3696-ernst-leitz,Ernst Leitz,,,,
